sku,title,description,price,retail_price,images,category,sub_category,brand,width,height,depth,location
2946132,Vintage Whitewash Country Cottage Windsor Chairs - a Pair,"These stunningly beautiful primitive early American windsor dining chairs are an absolute treasure, with the wear, age, silhouette and color that will take your breath away.  Originally they would have had a medium to dark brown stain.  However at some point they were stripped and lovingly redone in a deep and dynamic mixture of white and gray washes that give them an incredibly rich yet neutral color palette.  A note in pencil on the bottom of one of the chairs (see photos) reads &quot;1910-1940, Macy Rexall Drug, Ft. Collins Colorado&quot;.",325,365,"['https://chairish-prod.freetls.fastly.net/image/product/sized/2a72b02c-55a6-4b60-b6ab-3c4dc981c025/vintage-whitewash-country-cottage-windsor-chairs-a-pair-4861', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d34cf79f-b5d4-4a6e-8a5b-dd4b342f26ee/vintage-whitewash-country-cottage-windsor-chairs-a-pair-0557', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1a92e727-45ef-4d11-9ae5-b8834a925479/vintage-whitewash-country-cottage-windsor-chairs-a-pair-2994', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3e1c28ef-9c46-4529-be45-bbaff6f7c182/vintage-whitewash-country-cottage-windsor-chairs-a-pair-4308', 'https://chairish-prod.freetls.fastly.net/image/product/sized/23c2a3fe-9cb1-4295-a99c-b63c536c87be/vintage-whitewash-country-cottage-windsor-chairs-a-pair-2094', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c3a6247a-5a6a-4de6-b53e-76448961b573/vintage-whitewash-country-cottage-windsor-chairs-a-pair-6980', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3c7317e1-e461-469a-8141-5e76b74645f2/vintage-whitewash-country-cottage-windsor-chairs-a-pair-0584', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2a72b02c-55a6-4b60-b6ab-3c4dc981c025/vintage-whitewash-country-cottage-windsor-chairs-a-pair-4861']",Furniture,Seating,,15,34,18,"Richmond, CA"
2955803,Vintage 1970s Dutch Wax Batik African Figural Scene Textile Art Framed Fabric Remnant,"This fabric remnant depicts an African figural scene of people in a village. Warm, rich, earthy neutrals make it wonderful and easy piece to fit in with a bit of vintage industrial or boho chic.",150,175,"['https://chairish-prod.freetls.fastly.net/image/product/sized/ce52ee43-bc38-4733-ad0a-474f333550ca/vintage-1970s-dutch-wax-batik-african-figural-scene-textile-art-framed-fabric-remnant-7192', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1e26773b-7d32-4fbd-85bb-7ed84ef10dd7/vintage-1970s-dutch-wax-batik-african-figural-scene-textile-art-framed-fabric-remnant-4999', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c54702e0-972e-44fa-9fa5-7737fee9a721/vintage-1970s-dutch-wax-batik-african-figural-scene-textile-art-framed-fabric-remnant-7562', 'https://chairish-prod.freetls.fastly.net/image/product/sized/fad483ac-62da-4747-a5f8-c10227043594/vintage-1970s-dutch-wax-batik-african-figural-scene-textile-art-framed-fabric-remnant-7026', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ebf32951-ecb9-4de4-b1ba-e84d5d9f4d5f/vintage-1970s-dutch-wax-batik-african-figural-scene-textile-art-framed-fabric-remnant-0209', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ce52ee43-bc38-4733-ad0a-474f333550ca/vintage-1970s-dutch-wax-batik-african-figural-scene-textile-art-framed-fabric-remnant-7192']",Decor,Room Accents & Accessories,,37,23,2,"Richmond, CA"
7810841,Vintage Brass Trophy Urn Table Lamps - a Pair,"These trophy shaped brass plated lamps are such a perfect blank canvas for a number of different decor motifs your sure to love them for years to come. How handsome would they be with black leather-like Shades. Or, go with the lighter side with a classic, easy off-white drum shade. You can even satisfy the maximalist in you with a bold patterned shade that power clashes with the rest of the room. Regardless of how you choose to style them, they&#x27;re sure to be an enduring classic.",650,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/71fd87cf-fa99-4075-9898-89242d2cdf3f/vintage-brass-trophy-urn-table-lamps-a-pair-8604', 'https://chairish-prod.freetls.fastly.net/image/product/sized/743bd4d4-da3a-452c-a09a-8fc37d26f8a2/vintage-brass-trophy-urn-table-lamps-a-pair-9092', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2c40724c-accb-4858-8242-846e4ff02443/vintage-brass-trophy-urn-table-lamps-a-pair-6131', 'https://chairish-prod.freetls.fastly.net/image/product/sized/30fd354b-5f13-490f-a504-56355f5b44f9/vintage-brass-trophy-urn-table-lamps-a-pair-0273', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4880f030-32cb-493b-a9e5-b03062238fd6/vintage-brass-trophy-urn-table-lamps-a-pair-2859', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8d58ddd5-941d-4209-a5c8-408bed19bd72/vintage-brass-trophy-urn-table-lamps-a-pair-0128', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0015b0db-8992-4381-a178-da5dbb9ea12a/vintage-brass-trophy-urn-table-lamps-a-pair-0577', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2d266272-947d-4818-9c56-43a9c7c9c769/vintage-brass-trophy-urn-table-lamps-a-pair-4133', 'https://chairish-prod.freetls.fastly.net/image/product/sized/71fd87cf-fa99-4075-9898-89242d2cdf3f/vintage-brass-trophy-urn-table-lamps-a-pair-8604']",Lighting,Lamps,,7,17,7,"Richmond, CA"
3519697,Vintage Cylindrical Pink and Gold Floral Ceramic Chinoiserie Table Lamp,"A touch of opulence for your space, this chinoiserie lamp skirts the line between traditional, with its classically ornate and colorful floral pattern and modern with its simple columnar shape.  The effect is a striking piece that can help you seamlessly blend these different elements within your design.  

69.7 oz",350,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/0fa53bd8-9447-4e26-8bea-0d2f6221e3bb/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-0807', 'https://chairish-prod.freetls.fastly.net/image/product/sized/91d639c6-5f9c-4b88-8850-e931cefe471a/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-6297', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5ce9a8c8-c57f-4bc8-8d24-88282ec736f8/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-1239', 'https://chairish-prod.freetls.fastly.net/image/product/sized/44f39461-14c7-48e8-97f9-31851f3a17da/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-5656', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0bdcda57-14d1-4a17-9059-c1d25a5dde28/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-6309', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2a70a1d5-b7c3-48f2-963f-175047eb5302/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-7126', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b03c755d-69a3-4e18-bb54-ae698ec56c6e/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-0862', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0fa53bd8-9447-4e26-8bea-0d2f6221e3bb/vintage-cylindrical-pink-and-gold-floral-ceramic-chinoiserie-table-lamp-0807']",Lighting,Lamps,,6,17,6,"Richmond, CA"
3514433,Antique Early 20th Century Silesia Floral Appetizer Plates - Set of 3,"This stunning antique china from the Silesia region in Germany features a realistic and detailed floral pattern in hues of orange, salmon, and green, and is sure to delight you and your guests each time you see it.  Use it to serve a small snack or hang them to adorn your wall.  Either way they will easily be one of the most delightful pretty things you own.

26.5 oz total, individual weights are 8.1oz, 8.8oz, &amp; 9.3oz",85,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/de8725a5-1c25-410e-8d4f-4ef2b72e846f/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-3282', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2595d56e-046d-4bf2-b46f-ba36cfc821ae/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-8427', 'https://chairish-prod.freetls.fastly.net/image/product/sized/83d281d8-56df-427f-bf84-1b4264f61025/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-3224', 'https://chairish-prod.freetls.fastly.net/image/product/sized/fd419470-0752-45eb-ab3a-b357714a7727/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-9062', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2838f07a-6462-41c7-924d-c8bb9db3abb4/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-8818', 'https://chairish-prod.freetls.fastly.net/image/product/sized/32d29ee0-d815-40d9-88db-4dbdb50a01d9/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-3594', 'https://chairish-prod.freetls.fastly.net/image/product/sized/60505389-c821-4a0a-bf9b-2d308cc2f9ec/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-5709', 'https://chairish-prod.freetls.fastly.net/image/product/sized/de8725a5-1c25-410e-8d4f-4ef2b72e846f/antique-early-20th-century-silesia-floral-appetizer-plates-set-of-3-3282']",Decor,Room Accents & Accessories,,7,7,1,"Richmond, CA"
3514193,Vintage Mid 20th Century Chinese Famille Rose Gold Trimmed Vase,"Ornate rose, leaf, geometric, and butterfly adorned borders frame panels with people participating in idyllic activities.

42.8 oz",175,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/3a900505-7aab-4ab8-a603-8361fb0c1516/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-5125', 'https://chairish-prod.freetls.fastly.net/image/product/sized/aa0f1956-e941-497d-a9f8-30dc2a15848e/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-7696', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4f42041b-33db-4b5b-b2cd-362c4be850eb/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-3813', 'https://chairish-prod.freetls.fastly.net/image/product/sized/386f8040-7b2b-4c93-bfa3-31438cc60e49/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-9644', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f7490216-ad92-40b8-90eb-6d75c25bcde0/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-2239', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ae38109e-ac9b-4583-bda9-37b32c01f0c0/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-7424', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8a157b12-acb9-4aad-b33c-edb62d9d9237/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-8594', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3a900505-7aab-4ab8-a603-8361fb0c1516/vintage-mid-20th-century-chinese-famille-rose-gold-trimmed-vase-5125']",Decor,Room Accents & Accessories,,6,8,6,"Richmond, CA"
3562147,Vintage Mid-Century Modern Chrome Lamps - a Pair,"These chrome-plated lamps with curvilinear form are an excellently modern pair for your clean and simple space.  

14&quot;w by 19.5 tall
97.1oz
99.3oz",575,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/ae30c99c-75e2-4b92-ae63-52536fd3acb1/vintage-mid-century-modern-chrome-lamps-a-pair-2568', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0add51d9-492b-4fe3-814c-264a3a0a0d95/vintage-mid-century-modern-chrome-lamps-a-pair-3499', 'https://chairish-prod.freetls.fastly.net/image/product/sized/20c058f4-22c2-46ca-8ffb-b910a5121843/vintage-mid-century-modern-chrome-lamps-a-pair-5328', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b63aa362-d7be-4c4e-b4a6-56468261012a/vintage-mid-century-modern-chrome-lamps-a-pair-9100', 'https://chairish-prod.freetls.fastly.net/image/product/sized/008d5872-c917-4599-b499-f1f1dee0dfd6/vintage-mid-century-modern-chrome-lamps-a-pair-2985', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4f37c54e-482f-4e75-bdee-141dbb64b6df/vintage-mid-century-modern-chrome-lamps-a-pair-5837', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f5e532ba-0f7b-4d22-8b3a-caa48d980f3a/vintage-mid-century-modern-chrome-lamps-a-pair-8438', 'https://chairish-prod.freetls.fastly.net/image/product/sized/df969b12-0626-4052-aeba-c33ee9457bce/vintage-mid-century-modern-chrome-lamps-a-pair-4821', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8bb0c6c5-4cac-4969-9cba-7416c07cf8de/vintage-mid-century-modern-chrome-lamps-a-pair-3460', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ae30c99c-75e2-4b92-ae63-52536fd3acb1/vintage-mid-century-modern-chrome-lamps-a-pair-2568']",Lighting,Lamps,,14,19,14,"Richmond, CA"
3601518,"Mid 20th Century Franklin Mint Limited Edition Silverscene WWII Dogfight Print, Framed","This beautiful and classic World War Two aviation scene , set in 1917, manufactured by the Franklin Mint in 1976, rendered in sterling Silver depicts a dogfight in midair between a Nazi and American plane. I like to imagine that this is the American plane&#x27;s final pass as he is victorious in shooting down the enemy. Own a beautiful piece of vintage aviation art and history with this silverscene.

46.9 oz",95,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/8fcf7854-d5de-4f36-afdf-6b46e8f7364a/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-0857', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bbde644b-f783-4470-98de-d2c3ed2fefc8/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-7165', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9d7ebb55-c86a-4134-a904-f4855412b14e/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-4220', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6399de00-4623-4bfe-905f-a0c504e61a3e/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-8260', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ec31719f-6926-4ea8-bbec-01c64906e087/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-8970', 'https://chairish-prod.freetls.fastly.net/image/product/sized/a5f19a3e-69ec-4142-8290-a875626d1af6/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-1069', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c5b7fbc4-786e-4323-b877-371f556029b4/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-5938', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8fcf7854-d5de-4f36-afdf-6b46e8f7364a/mid-20th-century-franklin-mint-limited-edition-silverscene-wwii-dogfight-print-framed-0857']",Fine Art,Prints,,16,12,2,"Richmond, CA"
4173128,"1990s French Restaurant Cafe Front Painting, Framed","Transport yourself back to your favorite little French cafe and enjoy a nostalgic daydream memory of your favorite European vacation.


41.25 by 29.5 by 1.4

WEIGHT: 8.22 lbs",175,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/f42285c1-826d-4094-8cca-c33a188fd170/1990s-french-restaurant-cafe-front-painting-framed-0918', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0fbcf648-1577-4167-940f-8ecca11b5e68/1990s-french-restaurant-cafe-front-painting-framed-0068', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5f31c9bc-4928-49dc-8b47-4f2b64c03f55/1990s-french-restaurant-cafe-front-painting-framed-3281', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f42285c1-826d-4094-8cca-c33a188fd170/1990s-french-restaurant-cafe-front-painting-framed-0918']",Fine Art,Paintings,,41,29,1,"South San Francisco, CA"
3611867,Vintage Folding Dark Oak Wine Rack,"It may be a bit hard to tell from the photos, but the wood grain on this classic little accordian wine rack is really quite special.  This piece will be a nice little classic detail to add to your entertaining space.

45.4 oz",68,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/95014bea-10cf-4ef4-ad40-9921280433e3/vintage-folding-dark-oak-wine-rack-6784', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ed68e8c6-ea3e-4c97-a463-3172c01a726a/vintage-folding-dark-oak-wine-rack-8625', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3ca207f6-b48c-4692-a298-e8c2faababc9/vintage-folding-dark-oak-wine-rack-7211', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c4639db7-6d09-4755-83c9-1b9c7394c142/vintage-folding-dark-oak-wine-rack-8126', 'https://chairish-prod.freetls.fastly.net/image/product/sized/7576dc2d-80e6-4d19-86fd-8ad2cac679dd/vintage-folding-dark-oak-wine-rack-3545', 'https://chairish-prod.freetls.fastly.net/image/product/sized/697ce6a6-cd87-4f7d-abb9-dd05c1161d36/vintage-folding-dark-oak-wine-rack-7354', 'https://chairish-prod.freetls.fastly.net/image/product/sized/84c4dbd8-1c5e-4b66-ab57-68bd74e67bfb/vintage-folding-dark-oak-wine-rack-8433', 'https://chairish-prod.freetls.fastly.net/image/product/sized/95014bea-10cf-4ef4-ad40-9921280433e3/vintage-folding-dark-oak-wine-rack-6784']",Tableware & Barware,Wine Racks,,23,16,8,"Richmond, CA"
3491986,"Late 19th Century View of the City of Munich Etching, Framed","This lovely colorized etching of a 19th century city will add a classic and regal touch to your space.  Please note I am unsure of the age and ventured my best guess.

WEIGHT:  38.2 oz",125,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/0b037ace-106e-4d2a-9c71-ebd00ca7f090/late-19th-century-view-of-the-city-of-munich-etching-framed-5346', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4f0a41c6-bb4e-4343-a37f-c69481c2287e/late-19th-century-view-of-the-city-of-munich-etching-framed-2944', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0b037ace-106e-4d2a-9c71-ebd00ca7f090/late-19th-century-view-of-the-city-of-munich-etching-framed-5346']",Fine Art,Prints,,18,13,1,"Richmond, CA"
4131248,Vintage Farmhouse Needlepoint Textile Wall Art,"This charming and intricately excited needlepoint features a classy and classic farmhouse motif that us sure to please for many years to come.

19.25&quot; w by 1.25&quot; d by 25&quot; h

WEIGHT: 105.8 oz",75,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/93e41940-5618-409f-86bb-bc5131fec439/vintage-farmhouse-needlepoint-textile-wall-art-5891', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3724c1df-1fe6-403f-95f3-466775ffa776/vintage-farmhouse-needlepoint-textile-wall-art-0340', 'https://chairish-prod.freetls.fastly.net/image/product/sized/40eff304-d5a2-4046-8848-24bf5a2fab83/vintage-farmhouse-needlepoint-textile-wall-art-9850', 'https://chairish-prod.freetls.fastly.net/image/product/sized/7b46c7ec-8267-4c44-b926-06cdcf8950b7/vintage-farmhouse-needlepoint-textile-wall-art-1039', 'https://chairish-prod.freetls.fastly.net/image/product/sized/a79745e9-dd30-4f59-860a-505edda4e1e5/vintage-farmhouse-needlepoint-textile-wall-art-1028', 'https://chairish-prod.freetls.fastly.net/image/product/sized/93e41940-5618-409f-86bb-bc5131fec439/vintage-farmhouse-needlepoint-textile-wall-art-5891']",Decor,Room Accents & Accessories,,19,25,1,"Richmond, CA"
